em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K01795,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01803,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01805,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01808,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01809,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01813,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01818,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01820,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K01840,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02377,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02446,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02768,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02769,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02770,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02771,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02781,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02782,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02783,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02793,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02794,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02795,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02796,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02798,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02800,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02812,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02813,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02814,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K02815,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K03332,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K03841,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K04041,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K05305,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K05947,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K07026,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K07046,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K08261,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K11194,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K11195,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K11196,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K11532,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K11645,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K12660,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K12661,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K14634,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K15778,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K15856,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K15916,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K16011,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K16305,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K16306,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K16370,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K16881,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K17195,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K17497,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K17742,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18333,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18334,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18335,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18336,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18337,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18338,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18339,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18447,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K18818,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19028,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19029,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19030,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19270,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19290,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19291,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19355,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19633,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K19956,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K21071,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K21883,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K22252,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K24182,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K24204,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K25814,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K26911,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K27475,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K27924,ko00051,Carbohydrate metabolism,Fructose and mannose metabolism
K00011,ko00052,Carbohydrate metabolism,Galactose metabolism
K00035,ko00052,Carbohydrate metabolism,Galactose metabolism
K00094,ko00052,Carbohydrate metabolism,Galactose metabolism
K00704,ko00052,Carbohydrate metabolism,Galactose metabolism
K00844,ko00052,Carbohydrate metabolism,Galactose metabolism
K00845,ko00052,Carbohydrate metabolism,Galactose metabolism
K00849,ko00052,Carbohydrate metabolism,Galactose metabolism
K00850,ko00052,Carbohydrate metabolism,Galactose metabolism
K00883,ko00052,Carbohydrate metabolism,Galactose metabolism
K00917,ko00052,Carbohydrate metabolism,Galactose metabolism
K00963,ko00052,Carbohydrate metabolism,Galactose metabolism
K00965,ko00052,Carbohydrate metabolism,Galactose metabolism
K01084,ko00052,Carbohydrate metabolism,Galactose metabolism
K01182,ko00052,Carbohydrate metabolism,Galactose metabolism
K01187,ko00052,Carbohydrate metabolism,Galactose metabolism
K01189,ko00052,Carbohydrate metabolism,Galactose metabolism
K01190,ko00052,Carbohydrate metabolism,Galactose metabolism
K01193,ko00052,Carbohydrate metabolism,Galactose metabolism
K01203,ko00052,Carbohydrate metabolism,Galactose metabolism
K01220,ko00052,Carbohydrate metabolism,Galactose metabolism
K01229,ko00052,Carbohydrate metabolism,Galactose metabolism
K01631,ko00052,Carbohydrate metabolism,Galactose metabolism
K01635,ko00052,Carbohydrate metabolism,Galactose metabolism
K01684,ko00052,Carbohydrate metabolism,Galactose metabolism
K01784,ko00052,Carbohydrate metabolism,Galactose metabolism
K01785,ko00052,Carbohydrate metabolism,Galactose metabolism
K01804,ko00052,Carbohydrate metabolism,Galactose metabolism
K01819,ko00052,Carbohydrate metabolism,Galactose metabolism
K01835,ko00052,Carbohydrate metabolism,Galactose metabolism
K01854,ko00052,Carbohydrate metabolism,Galactose metabolism
K02079,ko00052,Carbohydrate metabolism,Galactose metabolism
K02082,ko00052,Carbohydrate metabolism,Galactose metabolism
K02744,ko00052,Carbohydrate metabolism,Galactose metabolism
K02745,ko00052,Carbohydrate metabolism,Galactose metabolism
K02746,ko00052,Carbohydrate metabolism,Galactose metabolism
K02747,ko00052,Carbohydrate metabolism,Galactose metabolism
K02773,ko00052,Carbohydrate metabolism,Galactose metabolism
K02774,ko00052,Carbohydrate metabolism,Galactose metabolism
K02775,ko00052,Carbohydrate metabolism,Galactose metabolism
K02786,ko00052,Carbohydrate metabolism,Galactose metabolism
K02788,ko00052,Carbohydrate metabolism,Galactose metabolism
K04618,ko00052,Carbohydrate metabolism,Galactose metabolism
K05308,ko00052,Carbohydrate metabolism,Galactose metabolism
K06611,ko00052,Carbohydrate metabolism,Galactose metabolism
K06617,ko00052,Carbohydrate metabolism,Galactose metabolism
K07406,ko00052,Carbohydrate metabolism,Galactose metabolism
K07407,ko00052,Carbohydrate metabolism,Galactose metabolism
K07966,ko00052,Carbohydrate metabolism,Galactose metabolism
K07967,ko00052,Carbohydrate metabolism,Galactose metabolism
K08302,ko00052,Carbohydrate metabolism,Galactose metabolism
K10984,ko00052,Carbohydrate metabolism,Galactose metabolism
K10985,ko00052,Carbohydrate metabolism,Galactose metabolism
K10986,ko00052,Carbohydrate metabolism,Galactose metabolism
K11395,ko00052,Carbohydrate metabolism,Galactose metabolism
K12047,ko00052,Carbohydrate metabolism,Galactose metabolism
K12111,ko00052,Carbohydrate metabolism,Galactose metabolism
K12112,ko00052,Carbohydrate metabolism,Galactose metabolism
K12308,ko00052,Carbohydrate metabolism,Galactose metabolism
K12309,ko00052,Carbohydrate metabolism,Galactose metabolism
K12316,ko00052,Carbohydrate metabolism,Galactose metabolism
K12317,ko00052,Carbohydrate metabolism,Galactose metabolism
K12407,ko00052,Carbohydrate metabolism,Galactose metabolism
K12447,ko00052,Carbohydrate metabolism,Galactose metabolism
K15778,ko00052,Carbohydrate metabolism,Galactose metabolism
K15779,ko00052,Carbohydrate metabolism,Galactose metabolism
K16370,ko00052,Carbohydrate metabolism,Galactose metabolism
K16371,ko00052,Carbohydrate metabolism,Galactose metabolism
K17716,ko00052,Carbohydrate metabolism,Galactose metabolism
K18124,ko00052,Carbohydrate metabolism,Galactose metabolism
K18125,ko00052,Carbohydrate metabolism,Galactose metabolism
K18126,ko00052,Carbohydrate metabolism,Galactose metabolism
K18127,ko00052,Carbohydrate metabolism,Galactose metabolism
K18819,ko00052,Carbohydrate metabolism,Galactose metabolism
K21071,ko00052,Carbohydrate metabolism,Galactose metabolism
K21620,ko00052,Carbohydrate metabolism,Galactose metabolism
K21621,ko00052,Carbohydrate metabolism,Galactose metabolism
K21622,ko00052,Carbohydrate metabolism,Galactose metabolism
K22215,ko00052,Carbohydrate metabolism,Galactose metabolism
K25026,ko00052,Carbohydrate metabolism,Galactose metabolism
K28214,ko00052,Carbohydrate metabolism,Galactose metabolism
K00002,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00012,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00062,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00063,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00064,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00103,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00107,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00128,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00149,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00225,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00423,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00434,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00469,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00699,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00880,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01053,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01195,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01630,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01683,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01706,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01707,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K01708,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K02821,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K02822,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K03077,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K03078,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K03079,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K03475,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K03476,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K08092,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K08232,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K08679,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K10046,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K10047,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K12447,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K13873,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K13874,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K13875,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K13876,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K13877,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K14085,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K14190,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K14259,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K14756,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K16190,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K17744,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K18649,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K18981,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K18982,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K18983,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K19588,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K19590,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K19642,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K19660,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K20023,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K21888,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K23003,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K23004,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K23005,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K23007,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K24443,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K25260,ko00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
K00059,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00208,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00209,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00645,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00647,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00648,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00665,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00667,ko00061,Lipid metabolism,Fatty acid biosynthesis
K00668,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01071,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01716,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01897,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01946,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01961,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01962,ko00061,Lipid metabolism,Fatty acid biosynthesis
K01963,ko00061,Lipid metabolism,Fatty acid biosynthesis
K02160,ko00061,Lipid metabolism,Fatty acid biosynthesis
K02371,ko00061,Lipid metabolism,Fatty acid biosynthesis
K02372,ko00061,Lipid metabolism,Fatty acid biosynthesis
K03921,ko00061,Lipid metabolism,Fatty acid biosynthesis
K03922,ko00061,Lipid metabolism,Fatty acid biosynthesis
K07512,ko00061,Lipid metabolism,Fatty acid biosynthesis
K09458,ko00061,Lipid metabolism,Fatty acid biosynthesis
K10780,ko00061,Lipid metabolism,Fatty acid biosynthesis
K10781,ko00061,Lipid metabolism,Fatty acid biosynthesis
K10782,ko00061,Lipid metabolism,Fatty acid biosynthesis
K11262,ko00061,Lipid metabolism,Fatty acid biosynthesis
K11263,ko00061,Lipid metabolism,Fatty acid biosynthesis
K11533,ko00061,Lipid metabolism,Fatty acid biosynthesis
K11539,ko00061,Lipid metabolism,Fatty acid biosynthesis
K13370,ko00061,Lipid metabolism,Fatty acid biosynthesis
K15013,ko00061,Lipid metabolism,Fatty acid biosynthesis
K16363,ko00061,Lipid metabolism,Fatty acid biosynthesis
K18472,ko00061,Lipid metabolism,Fatty acid biosynthesis
K18473,ko00061,Lipid metabolism,Fatty acid biosynthesis
K18474,ko00061,Lipid metabolism,Fatty acid biosynthesis
